idx	toxic_comment	neutral_comment	toxicity_score	dataset	toxic	confidence_toxic	is_match	confidence_is_match
5157	дайте уже пожить создать семью отдал 35 лет жизни кормил уёбков власти 30 лет мой отец 60 лет хватит	дайте уже пожить создать семью отдал 35 лет жизни кормил правителей власти 30 лет мой отец 60 лет хватит	0.9992228746414183	ru	False	0.9999	True	0.9411
9959	а ты,что 41 год помнишь? сколько этой шлюхе денег заплатили,чтоб она такую чушь несла.	А ты, что 41 й год помнишь? Сколько ей заплатили, чтобы она такую информацию произносила?	0.9993149042129515	ru	False	0.9999	True	0.9411
8382	с которым через час расстанешься и будешь трахаться с другими?	С которым через час расстанешься и встретишь другого?	0.9992953538894652	ru	False	0.9999	True	0.9379
5301	а потом долбоёбы на дорогу лезут после таких автошкол	А потом на дорогу лезут после таких автошкол.	0.9068455696105956	ru	False	0.9999	True	0.9285
10608	ой блять не сиди и там пизди на случай если кто то сидит и тvаги ро раге там пиздит	Сиди и не говори то чего незнаешь.	0.9992960691452026	ru	False	0.9999	True	0.9058
17082	хороших людей забирает, а хуйню оставляет, взяточников,	хороших людей забирает,а взяточников оставляет	0.8756237030029297	ru	False	0.9998	True	0.9945
15235	шакалы. волк и то кости оставляет.	Волк и то кости оставляет	0.998008668422699	ru	False	0.9997	True	0.9696
9292	дятлы ёб.утые несмотрят в зеркала.	Водители не смотрят в зеркала.	0.9724470973014832	ru	False	0.9996	True	0.9862
3410	а судью пидора бог накажет. все возвращается бумерангом.	а судью бог накажет. все возвращается бумерангом.	0.8181675672531128	ru	False	0.9996	True	0.9811
13814	мне нравится! натали вашу ебучую группу качает, а вы бляяяя марамойки дешевые:d :d :d :d 👎	мне нравится. натали вашу группу качает, а вы не очень стараетесь	0.9990088939666748	ru	False	0.9996	True	0.98
15681	ебанутые савсем уже стали сосваим вирусом уже не знают че придумать. пердеть тоже корновирус.	Со своим вирусом уже не знают че придумать.Пукать тоже коронавирус.	0.9656621813774108	ru	False	0.9996	True	0.9701
13347	не отвечай на провокации этого дебила всё и так ясно	Не отвечай на провокации этого человека все и так ясно	0.9993333220481871	ru	False	0.9996	True	0.9675
11109	ну и тварь эта гадина её покарает господь хороших родитетей тебе малышка🥰	Ее покарает господь. хороших родителей тебе малышка	0.999332845211029	ru	False	0.9996	True	0.9154
3498	да,блядь,правильно,но серебряков с этим афоризмом уже заебал!	Да, правильно, но Серебряков с этим афоризмом уже надоел	0.9991470575332642	ru	False	0.9995	True	0.988
17706	да вообще похуй сколько этот долбоеб получает	да вообще все равно  сколько он получает	0.999025583267212	ru	False	0.9995	True	0.9811
15574	и как земля таких уродов носит?	И как земля таких носит?	0.9993348717689514	ru	False	0.9995	True	0.9684
10849	все людей наебала ,а потом же , что бы деньги не отдавать , ты начинаешь хуйню писать !!	Всех людей обманула а потом же, чтобы деньги не отдавать, ты начинаешь чушь писать!!	0.9993176460266112	ru	False	0.9995	True	0.9675
6811	вот из-за таких пидорасок,, простите девочки и,, семьи распадаются	Вот из-за таких, простите девочки и, семьи распадаются	0.997040331363678	ru	False	0.9995	True	0.9565
7262	свнорылая не пизди мразь хохлятская никто в днр и не собирается в вашу гнидную вонючую усраину не бреши	Не ври,никто к вам в ДНР не собирается	0.9993299245834352	ru	False	0.9995	True	0.9058
13315	у тебя и задевать то нечего, ебланка.	у тебя и задевать то нечего, девушка	0.9992801547050476	ru	False	0.9993	True	0.9983
18014	а потом на этом же сене трахались	А потом на этом же сене занимались любовью	0.9993182420730592	ru	False	0.9993	True	0.9871
4840	а сколько блядь они нам должны ни слова только мы им должны твари ненастные	А сколько они нам должны ни слова только ,мы им должны	0.9986863732337952	ru	False	0.9993	True	0.976
1275	б расстрел митинга в новочеркасске gать	расстрел митинга в новочеркасске	0.9683793187141418	ru	False	0.9993	True	0.9237
12484	посмотреть бы на нее когда будет пенсионеркой идиотка	увидеть бы этого человека в пенсионном возрасте	0.9993239641189576	ru	False	0.9992	True	0.9941
13868	пиздеж! температуры горения хватит чтобы её расплавить к херам..	неправда,температуры горения хватит чтобы расплавить её	0.9987223744392396	ru	False	0.9992	True	0.9901
19276	А ей хочется араба или ниггера...	А ей хочется араба или афроамериканца	0.9993115663528442	ru	False	0.9992	True	0.9885
9292	дятлы ёб.утые несмотрят в зеркала.	Они не смотрятся в зеркала.	0.9724470973014832	ru	False	0.9992	True	0.9846
15398	те в рот дает азером шлюхам сосать молчи не скули пдар	молчи и не жалуйся	0.9912814497947692	ru	False	0.9992	True	0.976
20037	А вот и совок обосраный.	А вот и совок	0.9993391633033752	ru	False	0.9992	True	0.9684
4840	а сколько блядь они нам должны ни слова только мы им должны твари ненастные	А о их долгах ни слова, только мы должны	0.9986863732337952	ru	False	0.9992	True	0.9565
13868	пиздеж! температуры горения хватит чтобы её расплавить к херам..	Враньё! Температуры горения хватит на чтобы её расплавить полностью.	0.9987223744392396	ru	False	0.9992	True	0.9379
10849	все людей наебала ,а потом же , что бы деньги не отдавать , ты начинаешь хуйню писать !!	Все людей обманула, а потом же,что бы деньги не отдавать, ты начинаешь ерунду писать	0.9993176460266112	ru	False	0.9991	True	0.98
5434	и всё это пренадлежит дипутатам бандюгам пидорасам	и всё это пренадлежит дипутатам	0.998745322227478	ru	False	0.9991	True	0.9717
18776	Не понимаю Вашу речь, к счастью.	Не понимаю Вашу речь, к счастью.	0.9986771941184998	ru	False	0.999	True	0.9983
18265	у тебя что, ИНТОКСИКАЦИЯ УКРАИНСКИМ МИРОМ?	У тебя перенасыщение украинским миром	0.9103206992149352	ru	False	0.999	True	0.993
1662	блядь !!!полный беспредел ,прям в начале сезона,бомжы вы че совсем что ли прихуели!?!?!?!?	Полный беспредел, прямо в начале сезона, вы что совсем что-ли с ума сошли	0.8705470561981201	ru	False	0.999	True	0.981
10599	долбоёбка, пидаросия уже 6 лет снабжает ордло оружием, боеприпасами, гсм и боевиками.	Россия уже 6 лет снабжает ордло оружием, боеприпасами, гсм и боевиками.	0.994027853012085	ru	False	0.999	True	0.9752
2294	за деньги куда хочешь выйдут. дебилы!	За деньги они куда угодно пойдут. Не умные люди.	0.9993284940719604	ru	False	0.999	True	0.9675
18439	Да хз, что ты до меня то докопался ?	да что ты до меня докопался?	0.9936076402664183	ru	False	0.999	True	0.9237
2627	не надо этим уродам подсказывать- какой -то чиновник увидит и хана- так и будет )	Не надо нашим чиновникам нечего подсказывать. Увидят и нам плохо будет.	0.9992846846580504	ru	False	0.999	True	0.9166
13663	на хуя такое выкладывать, зто и дети будут смотреть долбоебы	Зачем такое выкладывать, это и дети будут смотреть	0.9978081583976746	ru	False	0.9987	True	0.9935
349	разыскать и расстрелять к едрене фене	Разыскать и отдать под суд!!!	0.9992982149124146	ru	False	0.9987	True	0.9885
16068	тварь присягу один раз,а проебал всю страну	Присягу дал один раз, а разрушил всю страну	0.99932599067688	ru	False	0.9987	True	0.9882
14599	правительство дешёвка коньченные 😡 жалко им детей накормить. зато сами жируют твари ебаные.	Правительству жалко детей накормить, а сами зато на широкую ногу	0.9993327260017396	ru	False	0.9987	True	0.9675
5995	а ты читать умеешь или дерьмо из жопы прёт в глаза ? тихаботка ты	А ты умеешь вообще читать?	0.9879772067070008	ru	False	0.9987	True	0.9411
8033	боюсь ей это даже понравиться)) по ней видно что блять еще та.....	Боюсь ей это даже понравилось, по ней было видно	0.9993320107460022	ru	False	0.9987	True	0.9379
5221	люди не в материться надо дох я русском языке других пездатых слов	Люди, не надо материтьсяу нас так много красивых слов	0.9990347623825072	ru	False	0.9983	True	0.9964
4864	о таких тварях я даже не знаю,что писать!!!!	о таких людях я даже не знаю,что писать!!!!	0.999338924884796	ru	False	0.9983	True	0.9896
17378	какую хуйню вы порете с телеэкранов, вауу, это пиздец, чтобы в это верить нужно быть полным уебаном	Какую глупость вы говорите с телеэкранов, вауу, это надо же верить в такое	0.9622159004211426	ru	False	0.9983	True	0.9862
4999	20 лет шли в перёд а оказались в жопе	Двадцать	0.999309778213501	ru	False	0.9983	True	0.9727
13291	путин пидар ебанный уходи в отставку.	Путин уходи в отставку	0.9993196725845336	ru	False	0.9983	True	0.9696
18361	Ты, бля, не мороси, служил, али как?	Ты служил, али как?	0.9993033409118652	ru	False	0.9983	True	0.9679
17489	из за таких пидоров мы и страдаем	Из-за таких людей мы и страдаем	0.999326229095459	ru	False	0.9983	True	0.9626
7822	а мы просим тебя иди нахуй	А мы просим Тебя уйти	0.9993101358413696	ru	False	0.9981	True	0.9679
6811	вот из-за таких пидорасок,, простите девочки и,, семьи распадаются	вот из-за таких легкомысленных особ, простите девочки, и семьи распадаются	0.997040331363678	ru	False	0.9981	True	0.9642
12054	где они бляди такие зарплаты нашли?	Где они такие зарплаты нашли	0.8371646404266357	ru	False	0.9981	True	0.9411
18634	Студент с бабками - хуевый студент	Студент с деньгами-плохой студент	0.9993023872375488	ru	False	0.9972	True	0.9925
5558	отобрать эту дубинку да ему по башке,как же,вы сволочи полицаи,будете жить среди этих избитых!	отобрать эту дубинку ,как же,вы полицейские будете жить среди этих избитых!	0.97079199552536	ru	False	0.9972	True	0.9815
4041	нос человека ,хуй пойму как и что за фото шоп	нос человека или что, что за фото шоп	0.9952797889709472	ru	False	0.9972	True	0.9717
11608	да ни у кого просто пиздобол.	Да ни у кого,просто врёт	0.9705430269241332	ru	False	0.9972	True	0.9166
7066	это не наглость. это подлость! мерзавец папаколи.	Это не наглость, это подлость	0.966003715991974	ru	False	0.9972	True	0.9157
14621	да вот совсем насрать какая у него национельность	да вот совсем без разницы какая у него национальность	0.9993507266044616	ru	False	0.9955	True	0.98
16386	порядок бы блять навёл !	Порядок бы навел	0.9979730248451232	ru	False	0.9955	True	0.98
13153	а где доказательство? пидарысы с начала дакажите.	а где доказательство? с начала дакажите.	0.9992904663085938	ru	False	0.9953	True	0.9777
3398	какая то выкинула .. руки бы оторвать....стерилизуйте своих питомцев,люди!!!!	какая то выкинула .....стерилизуйте своих питомцев,люди!!!!	0.9993116855621338	ru	False	0.9953	True	0.9411
8512	долбоеб , чей ты предок , тебя спрашиваю ?	я тебя спрашиваю,чей ты предок?	0.9993278980255128	ru	False	0.9953	True	0.9285
13153	а где доказательство? пидарысы с начала дакажите.	А где локазательство? С начала докажите .	0.9992904663085938	ru	False	0.9945	True	0.9696
1054	сашок пзьдец, позорище проебал последний бой!!! (((((	сашок, проиграл последний бой	0.999297857284546	ru	False	0.9945	True	0.9696
14024	да какое нахер поколение,спиздили машину у тех кто войну проиграл.стыдно должно быть.	Да какое поколение, украли машину у тех кто войну проиграл. стыдно должно быть	0.9993220567703248	ru	False	0.9945	True	0.9629
21170	Только вот вся семья его живет в рашке и всех их перевезти не варик	Только вот вся семья его живет в Росии и всех их перевезти никак	0.9682013392448424	ru	False	0.9941	True	0.9935
4499	щас через интернет больше шансов что-то здела́ть.видете выдумали пидарасы ковид19	Сейчас через интернет больше шансов что-то сделать, видите, выдумали плохие люди коронавирус	0.9992916584014891	ru	False	0.9941	True	0.9887
4977	сколько вокруг гандонов пидорасов, узнаём только после	сколько вокруг нехороших людей, узнаем только после	0.999314785003662	ru	False	0.9941	True	0.9777
9201	тото ты и ебло своё прячеш для конфискацыи готовишся	ты и лицо свое прячешл для конфискации готовишься	0.9991284012794496	ru	False	0.9936	True	0.995
8806	вот, до чего людей довели! мерзавцы!!!	вот, до чего людей довели!	0.9993324875831604	ru	False	0.9936	True	0.9696
8355	кто снимал и выложил, урод моральный!	Кто снимал и выложил, поступил не красиво!	0.9992984533309937	ru	False	0.9936	True	0.9166
15315	трясутся выродки. кормушка прикрывается. а отвечать придётся.	трясутся. кормушка прикрывается. а отвечать придётся.	0.999210000038147	ru	False	0.9932	True	0.9717
7915	какой дебил эту придумывает 🤣	какой дурак это придумывает	0.921756386756897	ru	False	0.993	True	0.9629
16696	а она блядь святая чаще пиздец	А она святая, ну да.	0.9993187189102172	ru	False	0.9927	True	0.9752
3120	уроды,вот всегда считала себя воспитанным человеком,но даже эмоций не осталось...	вот всегда считала себя воспитанным человеком,но даже эмоций не осталось...	0.836740255355835	ru	False	0.9926	True	0.9717
12009	дура без причины и понимать нечего	Без причины и понимать нечего	0.9940418601036072	ru	False	0.9916	True	0.9935
20650	Даже хохлы в гейропу не хотят, бабосы не те?	Даже украинцы в Европу не хотят ,деньги не те?	0.990025281906128	ru	False	0.9916	True	0.9675
5770	посадить бойцов в кузов им точно пизда	Посадить бойцов в кузов, и им тогда точно будет плохо.	0.9993234872817992	ru	False	0.9891	True	0.9969
19556	ну как бы..геи и пидорасы- как ни крути, выходят за рамки нормального	ну как бы..люди нетрадиционной ориентации- как ни крути, выходят за рамки нормального	0.9992831349372864	ru	False	0.9891	True	0.9727
5618	это твари а не люди	Это плохие люди.	0.989373743534088	ru	False	0.9885	True	0.9871
16386	порядок бы блять навёл !	порядок бы навёл !	0.9979730248451232	ru	False	0.9885	True	0.98
11665	может вы уже в личке решите,кто у кого отсосет и у какого осла,и кто пидар ,а кто нет.надоели😁😁😁	Может вы уже в личке решите, кто плохой человек, а кто нет	0.9991655349731444	ru	False	0.9885	True	0.9565
623	я непоня а почему этому пидору по ибулу не дали	Почему этому человеку ничего не сделали	0.9947351217269896	ru	False	0.9885	True	0.9489
11673	я вижу что ты за его счёт хочешь набрать много лайков и тебе паебать остальное,где вы таке далбаебы находитесь????пиздуй работать!!!!	я вижу что ты за его счёт хочешь набрать много лайков и тебе всё равно остальное,где вы таке находитесь???? Иди работать!!!!	0.9991102814674376	ru	False	0.9883	True	0.9883
8166	нас ебать на4али с 56 года,когда либералы внедрились путём наглого обмана и провокаций в коммунисти4ескуюю партию вкп(б)	Нам стали портить жизнь с 56 года, когда либералы внедрились путем обмана в коммунистическую партию вкп	0.9993460774421692	ru	False	0.9883	True	0.9831
20737	А нахрена тогда ты здесь это писал?	А для чего тогда ты здесь это писал?	0.99404376745224	ru	False	0.9883	True	0.9815
18058	да иди ты на хуй заебал уже пиздеть.	Хватит ерунду всякую говорить!!!	0.9993146657943726	ru	False	0.9883	True	0.9565
4412	они ждут только деньги, а за что им заплатят- им нет интереса. лишь бы бабло получить. падлы, предатели на овские.	Они ждут только денег, а за что им заплатят-им нет интереса, лишь бы деньги получить, предатели	0.9993172883987428	ru	False	0.9882	True	0.988
18634	Студент с бабками - хуевый студент	Студент с деньгами - плохой студент	0.9993023872375488	ru	False	0.9882	True	0.9696
8984	ебанутые , посмотрите на украину.	посмотрите на украину	0.9993340373039246	ru	False	0.9882	True	0.9636
16773	так будет с каждым кто *попрёт* на юго-восток... укрохерои бля.	так будет с каждым кто *попрёт* на юго-восток...	0.9983782768249512	ru	False	0.9871	True	0.9752
21140	демократию Что ты об этом знаешь тупорылая пидораха?	Демократию.Что ты об этом знаешь?	0.96156507730484	ru	False	0.9858	True	0.9739
5813	черножопые охерели они и в германии себя чувствуют королями полный трындец а менты спасали свои жизни .	Афроамериканци в Германии себя чувствуют королями, а полиция спасала свои жизни	0.9422560930252076	ru	False	0.9851	True	0.9931
17091	он тащит электропоезд, а там контактной сети нет.дибил	Он тащит электропоезд, а там контактной сети нет	0.999334990978241	ru	False	0.9851	True	0.9883
15091	хуйня.... завдекаловка... потом увидите что на самом деле будет... как всегда обьебаловка народа	Потом увидите что будет. Как всегда народ обманут.	0.993013083934784	ru	False	0.9851	True	0.9799
13205	это не цирк это уже блядь шоу.	Это не цирк это уже шоу	0.9959155917167664	ru	False	0.9851	True	0.9481
11277	говорила ли эта мразь такие слова?	говорил ли этот человек такие слова	0.9993314743041992	ru	False	0.985	True	0.9904
20839	И у меня гамно залежалось, тоже отправлю	и у меня кое-что задержалось, тоже отправлю	0.9986355900764464	ru	False	0.985	True	0.9843
20185	Сидела задумалась как заебала её эта никчёмная жизнь.	Сидела задумалась как надоела эта жизнь	0.9971936941146852	ru	False	0.9845	True	0.9629
17165	мож тоже видать гордится женой пиздаболкой 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	мож тоже видать гордится женой	0.9993115663528442	ru	False	0.9844	True	0.9935
8277	пидорас ты сережа, раз такую хуйню прдлогаешь!!!	злой ты сережа, раз такое предлагаешь	0.9993391633033752	ru	False	0.9844	True	0.9811
19618	Всё норм, хули ты это ваще.	всё норм, с чего ты это вообще.	0.999305009841919	ru	False	0.9844	True	0.98
17091	он тащит электропоезд, а там контактной сети нет.дибил	он тащит электропоезд, а там контактной сети нет.	0.999334990978241	ru	False	0.9844	True	0.9661
67	в глазах чужого государства они конечно красавцы!пидорасы кто россиянам поможет?	В глазах чужого государства они лучшие! Но кто поможет россиянам?	0.9940282106399536	ru	False	0.9842	True	0.9871
4146	динамо на 3 забить а ты пидор все хорошо.	Динамо на 3 забить , а ты все хорошо	0.9993324875831604	ru	False	0.9842	True	0.9565
20515	Сука! Я знала, что это он! Будете моим свидетелем?	Я так и знала, что это он. Будете моим свидетелем?	0.9961047172546388	ru	False	0.9842	True	0.9565
9527	хорошо что не затаилась тварь	Хорошо что не затаилась создание	0.9868324995040894	ru	False	0.9842	True	0.9135
20701	Что, сцуко, характерно - сзади установлен реактор, появившийся на машине только во второй серии.	Что характерно- с зади установлен реактор, появившийся на машине только во второй серии	0.9939123392105104	ru	False	0.9831	True	0.998
18924	Казимирко и сам как дерьмовая система.	Казимир ко и сам как плохая система	0.9993114471435548	ru	False	0.9824	True	0.9736
8382	с которым через час расстанешься и будешь трахаться с другими?	с которым через час расстанешься и будешь заниматься сексом с другими?	0.9992953538894652	ru	False	0.9811	True	0.9904
12569	прикрои ибальник скоро и тебя сметет народный гнев не переживай	скоро и тебя сметет народный гнев не переживай	0.8798791170120239	ru	False	0.9811	True	0.9837
20467	Спасибо! Потому что предвзятость модераторов начинает напрягать - модерируют как бык поссал.	Спасибо! Потому что предвзятость модераторов начинает напрягать.	0.9629462361335754	ru	False	0.9811	True	0.9422
9201	тото ты и ебло своё прячеш для конфискацыи готовишся	То то ты и лицо своё прячешь, к конфискации готовишься	0.9991284012794496	ru	False	0.9805	True	0.9964
2005	суки пиздят за неделю всё разволилось	Врут за неделю все разволилось	0.999314308166504	ru	False	0.9791	True	0.9955
5157	дайте уже пожить создать семью отдал 35 лет жизни кормил уёбков власти 30 лет мой отец 60 лет хватит	Дайте уже пожить создать семью отдал 35 лет жизни кормил власть 30 лет мой отец 60 лет	0.9992228746414183	ru	False	0.9791	True	0.9379
19657	ИИИИИииииииииииииииииииииииииииии, сцуко вроде когда то страх нагоняло)	Иииииииииииииииииииииии, вроде когда-то страх нагоняло)	0.9993168115615844	ru	False	0.9788	True	0.995
